OTU,Kingdom,Phylum,Class ,Order,Family,Genus,Species
Otu0518,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0519,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0520,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0521,Archaea(100),Euryarchaeota(100),Euryarchaeota_unclassified(100),Euryarchaeota_unclassified(100),Euryarchaeota_unclassified(100),Euryarchaeota_unclassified(100),
Otu0522,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0523,Archaea(100),Thaumarchaeota(100),Marine_Benthic_Group_B(100),Marine_Benthic_Group_B_unclassified(100),Marine_Benthic_Group_B_unclassified(100),Marine_Benthic_Group_B_unclassified(100),
Otu0524,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0525,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0526,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0527,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0528,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0529,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0530,Archaea(100),Miscellaneous_Crenarchaeotic_Group(100),Miscellaneous_Crenarchaeotic_Group_unclassified(100),Miscellaneous_Crenarchaeotic_Group_unclassified(100),Miscellaneous_Crenarchaeotic_Group_unclassified(100),Miscellaneous_Crenarchaeotic_Group_unclassified(100),
Otu0531,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0532,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0533,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0534,Archaea(100),Miscellaneous_Crenarchaeotic_Group(100),Miscellaneous_Crenarchaeotic_Group_unclassified(100),Miscellaneous_Crenarchaeotic_Group_unclassified(100),Miscellaneous_Crenarchaeotic_Group_unclassified(100),Miscellaneous_Crenarchaeotic_Group_unclassified(100),
Otu0535,Archaea(100),Miscellaneous_Crenarchaeotic_Group(100),Miscellaneous_Crenarchaeotic_Group_unclassified(100),Miscellaneous_Crenarchaeotic_Group_unclassified(100),Miscellaneous_Crenarchaeotic_Group_unclassified(100),Miscellaneous_Crenarchaeotic_Group_unclassified(100),
Otu0536,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0537,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0538,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0539,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0540,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0541,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0542,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0543,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0544,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0545,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0546,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0547,Archaea(100),Aenigmarchaeota(100),Aenigmarchaeota_Incertae_Sedis(100),Unknown_Order(100),Unknown_Family(100),Candidatus_Aenigmarchaeum(100),
Otu0548,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0549,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0550,Archaea(100),Euryarchaeota(100),Methanobacteria(100),Methanobacteriales(100),Methanobacteriaceae(100),Methanobacterium(100),
Otu0551,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0552,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0553,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0554,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0555,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0556,Archaea(100),Euryarchaeota(100),Thermoplasmata(100),Thermoplasmatales(100),Marine_Benthic_Group_D_and_DHVEG-1(100),Marine_Benthic_Group_D_and_DHVEG-1_unclassified(100),
Otu0557,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0558,Archaea(100),Euryarchaeota(100),Methanomicrobia(100),Methanomicrobiales(100),Methanoregulaceae(100),Methanoregula(100),
Otu0559,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0560,Archaea(100),Euryarchaeota(100),Thermoplasmata(100),Thermoplasmatales(100),Marine_Benthic_Group_D_and_DHVEG-1(100),Marine_Benthic_Group_D_and_DHVEG-1_unclassified(100),
Otu0561,Archaea(100),Thaumarchaeota(100),Group_C3(100),Group_C3_unclassified(100),Group_C3_unclassified(100),Group_C3_unclassified(100),
Otu0562,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0563,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0564,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0565,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0566,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0567,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0568,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0569,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0570,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0571,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0572,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0573,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0574,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0575,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0576,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0577,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0578,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0579,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0580,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0581,Archaea(100),Aenigmarchaeota(100),Deep_Sea_Euryarchaeotic_Group(DSEG)(100),Deep_Sea_Euryarchaeotic_Group(DSEG)_unclassified(100),Deep_Sea_Euryarchaeotic_Group(DSEG)_unclassified(100),Deep_Sea_Euryarchaeotic_Group(DSEG)_unclassified(100),
Otu0582,Archaea(100),Euryarchaeota(100),Thermoplasmata(100),Thermoplasmatales(100),CCA47(100),CCA47_unclassified(100),
Otu0583,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0584,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0585,Archaea(100),Euryarchaeota(100),Methanomicrobia(100),Methanomicrobiales(100),Methanospirillaceae(100),Methanospirillum(100),
Otu0586,Archaea(100),Thaumarchaeota(100),Soil_Crenarchaeotic_Group(SCG)(100),Soil_Crenarchaeotic_Group(SCG)_unclassified(100),Soil_Crenarchaeotic_Group(SCG)_unclassified(100),Soil_Crenarchaeotic_Group(SCG)_unclassified(100),
Otu0587,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0588,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0589,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0590,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0591,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0592,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0593,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0594,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0595,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0596,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0597,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0598,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0599,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0600,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0601,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0602,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0603,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0604,Archaea(100),Miscellaneous_Crenarchaeotic_Group(100),Miscellaneous_Crenarchaeotic_Group_unclassified(100),Miscellaneous_Crenarchaeotic_Group_unclassified(100),Miscellaneous_Crenarchaeotic_Group_unclassified(100),Miscellaneous_Crenarchaeotic_Group_unclassified(100),
Otu0605,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0606,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0607,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0608,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0609,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0610,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0611,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0612,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0613,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0614,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0615,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0616,Archaea(100),Euryarchaeota(100),Methanomicrobia(100),Methanomicrobiales(100),Methanospirillaceae(100),Methanospirillum(100),
Otu0617,Archaea(100),Euryarchaeota(100),Methanomicrobia(100),Methanomicrobiales(100),Methanoregulaceae(100),Methanosphaerula(100),
Otu0618,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0619,Archaea(100),Euryarchaeota(100),Thermoplasmata(100),Thermoplasmatales(100),CCA47(100),CCA47_unclassified(100),
Otu0620,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0621,Archaea(100),Thaumarchaeota(100),Marine_Benthic_Group_B(100),Marine_Benthic_Group_B_unclassified(100),Marine_Benthic_Group_B_unclassified(100),Marine_Benthic_Group_B_unclassified(100),
Otu0622,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0623,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0624,Archaea(100),Thaumarchaeota(100),Marine_Benthic_Group_B(100),Marine_Benthic_Group_B_unclassified(100),Marine_Benthic_Group_B_unclassified(100),Marine_Benthic_Group_B_unclassified(100),
Otu0625,Archaea(100),Thaumarchaeota(100),Marine_Benthic_Group_B(100),Marine_Benthic_Group_B_unclassified(100),Marine_Benthic_Group_B_unclassified(100),Marine_Benthic_Group_B_unclassified(100),
Otu0626,Archaea(100),Thaumarchaeota(100),Marine_Benthic_Group_B(100),Marine_Benthic_Group_B_unclassified(100),Marine_Benthic_Group_B_unclassified(100),Marine_Benthic_Group_B_unclassified(100),
Otu0627,Archaea(100),Thaumarchaeota(100),Marine_Benthic_Group_B(100),Marine_Benthic_Group_B_unclassified(100),Marine_Benthic_Group_B_unclassified(100),Marine_Benthic_Group_B_unclassified(100),
Otu0628,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0629,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0630,Archaea(100),Thaumarchaeota(100),Soil_Crenarchaeotic_Group(SCG)(100),Soil_Crenarchaeotic_Group(SCG)_unclassified(100),Soil_Crenarchaeotic_Group(SCG)_unclassified(100),Soil_Crenarchaeotic_Group(SCG)_unclassified(100),
Otu0631,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0632,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0633,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0634,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0635,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0636,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0637,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0638,Archaea(100),Euryarchaeota(100),Methanomicrobia(100),Methanocellales(100),BS-K-E9(100),BS-K-E9_unclassified(100),
Otu0639,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0640,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0641,Archaea(100),Miscellaneous_Crenarchaeotic_Group(100),Miscellaneous_Crenarchaeotic_Group_unclassified(100),Miscellaneous_Crenarchaeotic_Group_unclassified(100),Miscellaneous_Crenarchaeotic_Group_unclassified(100),Miscellaneous_Crenarchaeotic_Group_unclassified(100),
Otu0642,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0643,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
Otu0644,Archaea(100),Woesearchaeota_(DHVEG-6)(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),Woesearchaeota_(DHVEG-6)_unclassified(100),
Otu0645,Archaea(100),Miscellaneous_Euryarchaeotic_Group(MEG)(100),Miscellaneous_Euryarchaeotic_Group(MEG)_unclassified(100),Miscellaneous_Euryarchaeotic_Group(MEG)_unclassified(100),Miscellaneous_Euryarchaeotic_Group(MEG)_unclassified(100),Miscellaneous_Euryarchaeotic_Group(MEG)_unclassified(100),
Otu0646,Archaea(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),Archaea_unclassified(100),
