OTU,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu2821,Archaea,Euryarchaeota,Thermoplasmata,WCHA1-57,WCHA1-57_unclassified,WCHA1-57_unclassified,
Otu2822,Archaea,Euryarchaeota,Thermoplasmata,WCHA1-57,WCHA1-57_unclassified,WCHA1-57_unclassified,
Otu2823,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2824,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2825,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2826,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2827,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2828,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2829,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2830,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2831,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2832,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2833,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2834,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2835,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2836,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2837,Archaea,Thaumarchaeota,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,
Otu2838,Archaea,Thaumarchaeota,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,
Otu2839,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2840,Archaea,Euryarchaeota,Thermoplasmata,WCHA1-57,WCHA1-57_unclassified,WCHA1-57_unclassified,
Otu2841,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2842,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2843,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2844,Archaea,Thaumarchaeota,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,
Otu2845,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2846,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2847,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2848,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2849,Archaea,Euryarchaeota,Thermoplasmata,WCHA1-57,WCHA1-57_unclassified,WCHA1-57_unclassified,
Otu2850,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2851,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2852,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2853,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2854,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2855,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2856,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2857,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2858,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2859,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2860,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2861,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2862,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2863,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2864,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2865,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2866,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2867,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2868,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2869,Archaea,Thaumarchaeota,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,
Otu2870,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2871,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2872,Archaea,Euryarchaeota,Thermoplasmata,WCHA1-57,WCHA1-57_unclassified,WCHA1-57_unclassified,
Otu2873,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2874,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2875,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2876,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2877,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2878,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2879,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2880,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2881,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2882,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2883,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2884,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2885,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2886,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2887,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2888,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2889,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2890,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2891,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2892,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2893,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2894,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2895,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2896,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2897,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2898,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2899,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2900,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2901,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2902,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2903,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2904,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2905,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2906,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2907,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2908,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2909,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2910,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2911,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2912,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2913,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2914,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2915,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2916,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2917,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2918,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2919,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2920,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2921,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2922,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2923,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2924,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2925,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2926,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2927,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2928,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2929,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2930,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2931,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2932,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2933,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2934,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2935,Archaea,Thaumarchaeota,Marine_Group_I,Unknown_Order,Unknown_Family,Candidatus_Nitrosoarchaeum,
Otu2936,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2937,Archaea,Thaumarchaeota,Marine_Group_I,Unknown_Order,Unknown_Family,Candidatus_Nitrosopelagicus,
Otu2938,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2939,Archaea,Thaumarchaeota,Marine_Group_I,Unknown_Order,Unknown_Family,Candidatus_Nitrosopelagicus,
Otu2940,Archaea,Thaumarchaeota,Marine_Group_I,Unknown_Order,Unknown_Family,Candidatus_Nitrosoarchaeum,
Otu2941,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2942,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2943,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2944,Archaea,Thaumarchaeota,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,
Otu2945,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2946,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2947,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2948,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2949,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2950,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2951,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2952,Archaea,Aenigmarchaeota,Aenigmarchaeota_Incertae_Sedis,Unknown_Order,Unknown_Family,Candidatus_Aenigmarchaeum,
Otu2953,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2954,Archaea,Aenigmarchaeota,Aenigmarchaeota_Incertae_Sedis,Unknown_Order,Unknown_Family,Candidatus_Aenigmarchaeum,
Otu2955,Archaea,Euryarchaeota,Thermoplasmata,South_African_Goldmine_Gp(SAGMEG),South_African_Goldmine_Gp(SAGMEG)_unclassified,South_African_Goldmine_Gp(SAGMEG)_unclassified,
Otu2956,Archaea,Aenigmarchaeota,Aenigmarchaeota_unclassified,Aenigmarchaeota_unclassified,Aenigmarchaeota_unclassified,Aenigmarchaeota_unclassified,
Otu2957,Archaea,Aenigmarchaeota,Aenigmarchaeota_unclassified,Aenigmarchaeota_unclassified,Aenigmarchaeota_unclassified,Aenigmarchaeota_unclassified,
Otu2958,Archaea,Thaumarchaeota,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,
Otu2959,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2960,Archaea,Aenigmarchaeota,Aenigmarchaeota_unclassified,Aenigmarchaeota_unclassified,Aenigmarchaeota_unclassified,Aenigmarchaeota_unclassified,
Otu2961,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2962,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2963,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2964,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2965,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2966,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2967,Archaea,Thaumarchaeota,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,
Otu2968,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2969,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2970,Archaea,Thaumarchaeota,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,
Otu2971,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2972,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2973,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2974,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu2975,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2976,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2977,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2978,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2979,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2980,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2981,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2982,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2983,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2984,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2985,Archaea,Euryarchaeota,Methanomicrobia,Methanocellales,Methanocellaceae,Rice_Cluster_I,
Otu2986,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2987,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2988,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2989,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2990,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2991,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2992,Archaea,Thaumarchaeota,Marine_Group_I,Unknown_Order,Unknown_Family,Candidatus_Nitrosoarchaeum,
Otu2993,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Unknown_Order,Unknown_Family,Candidatus_Nitrososphaera,
Otu2994,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Unknown_Order,Unknown_Family,Candidatus_Nitrososphaera,
Otu2995,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu2996,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Unknown_Order,Unknown_Family,Candidatus_Nitrososphaera,
Otu2997,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Unknown_Order,Unknown_Family,Candidatus_Nitrososphaera,
Otu2998,Archaea,Thaumarchaeota,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,
Otu2999,Archaea,Thaumarchaeota,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,
Otu3000,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu3001,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Unknown_Order,Unknown_Family,Candidatus_Nitrososphaera,
Otu3002,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Unknown_Order,Unknown_Family,Candidatus_Nitrososphaera,
Otu3003,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu3004,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Unknown_Order,Unknown_Family,Candidatus_Nitrososphaera,
Otu3005,Archaea,Thaumarchaeota,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,Thaumarchaeota_unclassified,
Otu3006,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu3007,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu3008,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu3009,Archaea,Aenigmarchaeota,Deep_Sea_Euryarchaeotic_Group(DSEG),Deep_Sea_Euryarchaeotic_Group(DSEG)_unclassified,Deep_Sea_Euryarchaeotic_Group(DSEG)_unclassified,Deep_Sea_Euryarchaeotic_Group(DSEG)_unclassified,
Otu3010,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Unknown_Order,Unknown_Family,Candidatus_Nitrososphaera,
Otu3011,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu3012,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Unknown_Order,Unknown_Family,Candidatus_Nitrososphaera,
Otu3013,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Unknown_Order,Unknown_Family,Candidatus_Nitrososphaera,
Otu3014,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Unknown_Order,Unknown_Family,Candidatus_Nitrososphaera,
Otu3015,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Unknown_Order,Unknown_Family,Candidatus_Nitrososphaera,
Otu3016,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Unknown_Order,Unknown_Family,Candidatus_Nitrososphaera,
Otu3017,Archaea,Aenigmarchaeota,Deep_Sea_Euryarchaeotic_Group(DSEG),Deep_Sea_Euryarchaeotic_Group(DSEG)_unclassified,Deep_Sea_Euryarchaeotic_Group(DSEG)_unclassified,Deep_Sea_Euryarchaeotic_Group(DSEG)_unclassified,
Otu3018,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Unknown_Order,Unknown_Family,Candidatus_Nitrososphaera,
Otu3019,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Unknown_Order,Unknown_Family,Candidatus_Nitrososphaera,
Otu3020,Archaea,Aenigmarchaeota,Deep_Sea_Euryarchaeotic_Group(DSEG),Deep_Sea_Euryarchaeotic_Group(DSEG)_unclassified,Deep_Sea_Euryarchaeotic_Group(DSEG)_unclassified,Deep_Sea_Euryarchaeotic_Group(DSEG)_unclassified,
Otu3021,Archaea,Aenigmarchaeota,Deep_Sea_Euryarchaeotic_Group(DSEG),Deep_Sea_Euryarchaeotic_Group(DSEG)_unclassified,Deep_Sea_Euryarchaeotic_Group(DSEG)_unclassified,Deep_Sea_Euryarchaeotic_Group(DSEG)_unclassified,
Otu3022,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu3023,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Unknown_Order,Unknown_Family,Candidatus_Nitrososphaera,
Otu3024,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
