OTU,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu0485,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0486,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0487,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0488,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Unknown_Order,Unknown_Family,Candidatus_Nitrososphaera,
Otu0489,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0490,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0491,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0492,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0493,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0494,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0495,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0496,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0497,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0498,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0499,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0500,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0501,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0502,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0503,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0504,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0505,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu0506,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,
Otu0507,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0508,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0509,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0510,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0511,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0512,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanosaeta,
Otu0513,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0514,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0515,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0516,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0517,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0518,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0519,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0520,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0521,Archaea,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,
Otu0522,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0523,Archaea,Thaumarchaeota,Marine_Benthic_Group_B,Marine_Benthic_Group_B_unclassified,Marine_Benthic_Group_B_unclassified,Marine_Benthic_Group_B_unclassified,
Otu0524,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0525,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0526,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0527,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0528,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0529,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0530,Archaea,Miscellaneous_Crenarchaeotic_Group,Miscellaneous_Crenarchaeotic_Group_unclassified,Miscellaneous_Crenarchaeotic_Group_unclassified,Miscellaneous_Crenarchaeotic_Group_unclassified,Miscellaneous_Crenarchaeotic_Group_unclassified,
Otu0531,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0532,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0533,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0534,Archaea,Miscellaneous_Crenarchaeotic_Group,Miscellaneous_Crenarchaeotic_Group_unclassified,Miscellaneous_Crenarchaeotic_Group_unclassified,Miscellaneous_Crenarchaeotic_Group_unclassified,Miscellaneous_Crenarchaeotic_Group_unclassified,
Otu0535,Archaea,Miscellaneous_Crenarchaeotic_Group,Miscellaneous_Crenarchaeotic_Group_unclassified,Miscellaneous_Crenarchaeotic_Group_unclassified,Miscellaneous_Crenarchaeotic_Group_unclassified,Miscellaneous_Crenarchaeotic_Group_unclassified,
Otu0536,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0537,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0538,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0539,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0540,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0541,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0542,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0543,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0544,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0545,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0546,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0547,Archaea,Aenigmarchaeota,Aenigmarchaeota_Incertae_Sedis,Unknown_Order,Unknown_Family,Candidatus_Aenigmarchaeum,
Otu0548,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0549,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0550,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,
Otu0551,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0552,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0553,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0554,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0555,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0556,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine_Benthic_Group_D_and_DHVEG-1,Marine_Benthic_Group_D_and_DHVEG-1_unclassified,
Otu0557,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0558,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,
Otu0559,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0560,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine_Benthic_Group_D_and_DHVEG-1,Marine_Benthic_Group_D_and_DHVEG-1_unclassified,
Otu0561,Archaea,Thaumarchaeota,Group_C3,Group_C3_unclassified,Group_C3_unclassified,Group_C3_unclassified,
Otu0562,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0563,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0564,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0565,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0566,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0567,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0568,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0569,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0570,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0571,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0572,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0573,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0574,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0575,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0576,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0577,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0578,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0579,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0580,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0581,Archaea,Aenigmarchaeota,Deep_Sea_Euryarchaeotic_Group(DSEG),Deep_Sea_Euryarchaeotic_Group(DSEG)_unclassified,Deep_Sea_Euryarchaeotic_Group(DSEG)_unclassified,Deep_Sea_Euryarchaeotic_Group(DSEG)_unclassified,
Otu0582,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,CCA47,CCA47_unclassified,
Otu0583,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0584,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0585,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,
Otu0586,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu0587,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0588,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0589,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0590,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0591,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0592,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0593,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0594,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0595,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0596,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0597,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0598,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0599,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0600,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0601,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0602,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0603,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0604,Archaea,Miscellaneous_Crenarchaeotic_Group,Miscellaneous_Crenarchaeotic_Group_unclassified,Miscellaneous_Crenarchaeotic_Group_unclassified,Miscellaneous_Crenarchaeotic_Group_unclassified,Miscellaneous_Crenarchaeotic_Group_unclassified,
Otu0605,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0606,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0607,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0608,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0609,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0610,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0611,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0612,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0613,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0614,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0615,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0616,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,
Otu0617,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanosphaerula,
Otu0618,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0619,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,CCA47,CCA47_unclassified,
Otu0620,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0621,Archaea,Thaumarchaeota,Marine_Benthic_Group_B,Marine_Benthic_Group_B_unclassified,Marine_Benthic_Group_B_unclassified,Marine_Benthic_Group_B_unclassified,
Otu0622,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0623,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0624,Archaea,Thaumarchaeota,Marine_Benthic_Group_B,Marine_Benthic_Group_B_unclassified,Marine_Benthic_Group_B_unclassified,Marine_Benthic_Group_B_unclassified,
Otu0625,Archaea,Thaumarchaeota,Marine_Benthic_Group_B,Marine_Benthic_Group_B_unclassified,Marine_Benthic_Group_B_unclassified,Marine_Benthic_Group_B_unclassified,
Otu0626,Archaea,Thaumarchaeota,Marine_Benthic_Group_B,Marine_Benthic_Group_B_unclassified,Marine_Benthic_Group_B_unclassified,Marine_Benthic_Group_B_unclassified,
Otu0627,Archaea,Thaumarchaeota,Marine_Benthic_Group_B,Marine_Benthic_Group_B_unclassified,Marine_Benthic_Group_B_unclassified,Marine_Benthic_Group_B_unclassified,
Otu0628,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
Otu0629,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0630,Archaea,Thaumarchaeota,Soil_Crenarchaeotic_Group(SCG),Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,Soil_Crenarchaeotic_Group(SCG)_unclassified,
Otu0631,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0632,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0633,Archaea,Woesearchaeota_(DHVEG-6),Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,Woesearchaeota_(DHVEG-6)_unclassified,
Otu0634,Archaea,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,
